source,content,sentiment
instagram,🤣🤣🤣👍🏽,pos
instagram,عالی بود عالی دمتون گرم🤣🤣🤣,pos
instagram,چون خارید باید نفخی ببره😂,neu
instagram,😂👍,pos
instagram,خیلییییی ممنون واقعا👌😂😂,pos
instagram,خداییش اول تکنولوژی روبایه چیزدیگه نگفت؟😂😂😂😂,neu
instagram,فقط اهنگه اخبارت😂😂😂 عن  عن  عن 😂😂😂,neu
instagram,اگر تو اینیستا یه پیج درست حسابی بدرد بخور باشه اونم فقط شمایییید 😂😂😂😂,neu
instagram,😂😂😂😂,pos
instagram,از همش بهتر بود😂⁦👌🏾⁩,pos
instagram,😂😂😂,pos
instagram,شماها بی نظیرید 👏👏👏👏👏,pos
instagram,فقط خودت,neu
instagram,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,pos
instagram,جاااان تو فقط بگو اوج😂💦,neu
instagram,Bhtrin technolozhy gooze donya😂😂😂😂😂😂😂😂😂😂😂chqd khoob bood😂😂😂😂,neu
instagram,😂😂😂,pos
instagram,😂,pos
instagram,یعنی هنوزم که هنوزه این دیالوگ توو زبونمون افتاده هر جا رد میشم میگم الکول بزنم؟؟پیس پیس😂😂😂,neu
instagram,🤣🤣عالیه عالی,pos
instagram,مثل همیشه نبود,neu
instagram,😂👍🏽,pos
instagram,😂😂,pos
instagram,😂👍,pos
instagram,جالب نبود اینبار,neg
instagram,اول گفت تکنولوژی گوز دنیا 😂😂😂😂😂😂😂😂😂😂😂😂 بعد اصلاح کرد 😂😂😂 این عالی بود👏👏👏,pos
instagram,آهنگ اخبارفقط عن عن 😂🤦‍♂️🦅,neu
instagram,عن عن عن 🤣🤣,pos
instagram,قلبين همتون,pos
instagram,خایلیییی ممنون🤣🤣🤣,pos
instagram,😂😂😂تکنولوژی گوز دنیا,neu
instagram,Awlii bud😂😂,pos
instagram,😍😁👌,pos
instagram,❤️❤️❤️❤️👏👏👏👏👏,neu
instagram,😁😁😁😁😁😁😁,pos
instagram,منهم هر بار ده دفعه میبینمش تا کامل دستم بیاد 👌👌👌😂😂,neu
instagram,عالی بود😂😂👌👏👏 مخصوصا سرخط خبرهاش,pos
instagram,توقع بیشتری بود .بهتره دیر بسازن ولی با کیفیت. سانسور به اینجا هم نفوذ کرد,neg
instagram,تک گو لوژیه گوز دنیا 😂😂,neu
instagram,دمتون گرم😂😂,pos
instagram,😂😂😂😂😂😂😂😂😂😂😂😂😂,pos
instagram,:))),pos
instagram,تکنولوژی گوز دنیا😂👌,pos
instagram,تکنولوژی گوز دنیا,neu
instagram,Nafkhi😂😂😂,neu
instagram,😂😂😂 این به نفختون نیست,neu
instagram,تکنوگوزی روز دنیا 🤔,neu
instagram,همیشه کاری کنید که به نفختون باشه😎,neu
instagram,تکنولوژی گوز دنیا 😂😂😂,neu
instagram,اینست تکنولوژی گ و ز دنیا,neu
instagram,بهترین تکنولوژی گوز دنیا 😁 سر و کار این استودیو زاغارت کلا با عن و گوزه ها 😉,neu
instagram,😂😂😂👍👍,pos
instagram,تی کیونولوژی 😂😂😂😂,neu
instagram,😂,pos
instagram,میگه اینه بهترین تکنولوژیه گوزِ دنیا😂😂,neu
instagram,منم فهمیدم😂,neu
instagram,اون حرکت دست🤦🏼‍♀️😍,neu
instagram,پی‌پی سیچتونو چیکار کنم دیگه😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣,neu
instagram,میگه این چیچی ترین تکنولوژی ؟,neu
instagram,عالی بود😂😂,pos
instagram,😂😂😂😂🔥 عالی,pos
instagram,خاااایلی ممنون,pos
instagram,ساخته شرکت های دانش بنیان,neu
instagram,منم همینطور 😂😂😂,pos
instagram,نه یکی نیستن👌,neu
instagram,اون چیه از دستشویی فرنگی زده بیرون😂😂😂😂😂😂,neu
instagram,🤣,pos
instagram,😂😂😂😂😂 تکنولوژی ررررروز دنیا,neu
instagram,👏👏👏,neu
instagram,💎💀,neu
instagram,عالی بود😂😂من کاملا فهمیدم چی گفت👏👏,pos
instagram,خییییلی ممننننوونش  خیلی باحاله🤣😂🤣,pos
instagram,bah bah💜💜💜,pos
instagram,👏👏🏻👏👏😅😅😅,pos
instagram,😂😂😂به نفختون نیست👍🏻,neu
instagram,شمرده شمرده حرف زدنش عالی بود😂,pos
instagram,عالیه 😂😂😂 اولش میگه اگه مخاری از این ببر 😂😂😂 قبل تکنولوژی روز دنیا ام میگه تکنولوژی گوز دنیا 😂😂😂😂😂,neu
instagram,تکنولوژی گوزِ دنیا😂,neu
instagram,پی‌پی‌سیچ😂 اسم دقیقی بود واقعا,neu
instagram,ناراحت شدی مثکه,neu
instagram,بهترین تکون لوژی گوز دنیا,neu
instagram,پی پی سی 😂😂😂😂,neu
instagram,ن تابلو بود گفت بهترین تکنولوژی گوز دنیا😂ا,neu
instagram,فقط انگشت اشاره اش به نشانه اذیت شدن 😂,neu
instagram,فقط آهنگ شروع اخبار😂😂😂,neu
instagram,فقط لش کردنش😂😂,neu
instagram,😅😅😅,pos
instagram,کجا سانسور شده؟,neu
instagram,😅😅😅😅,pos
instagram,پی پی سی نه پی پی سیچه معنیه دیگه ای داره🤣🤣🤣,neu
instagram,😂,pos
instagram,😂😂😂تکنوووولووووژیییی گوووزززز دنیاااا,neu
instagram,گوز دنیا,neu
instagram,👏👏😄😄,pos
instagram,تکنولوژی گوز دنیا🤣🤣🤣🤣🤣,neu
instagram,جداً که عالی بود، احسنت👍👌,pos
instagram,تکنولوژیِ چیز دنیا 🤣🤣🤣🤣,neu
instagram,خیییلیی ممنون 😍,pos
instagram,میگه برترین تکنولوزی گوزه دنیایه😂,neu
instagram,وای من هی فیلمو میبینم کامنتارو میخونم دوباره فیلمو میبینم بیشتر توجه میکنم چیزای جدید میفهمم 😂😂😂,pos
instagram,👌👌🤣,pos
instagram,🤣🤣🤣,pos
instagram,نه حاجي خيليا فهميدن ولى به روت نياوردن واژه رو 😆😆😆,neu
instagram,من بعد از خوندن چن تا کامنت میرم دوباره عنیمیشنو میبینم از نو میخندم,neu
instagram,سفت برین تکنولوژی گوز دنیا,neu
instagram,خدایااااااااا بخاری نفخی 😂😂😂 عن عن تیتراژ 😂😂😂 پی‌پی‌سی 😂😂😂😂😂😂😂😂😂😂,pos
instagram,فقط اونجاش که آروم و شمرده میگه😂😂😂😂😀,neu
instagram,این از بهترین تکون لوژی گ.و.ز دنیایه!,neu
instagram,چقد عالی بعضی حرکات لب و دهانو با کلمات یکی میکنید 👍,pos
instagram,😂😂😂,pos
instagram,😂😂👏👏,pos
instagram,😂,pos
instagram,بخاعنی,neu
instagram,تکنولوژی .......دنیا😄😄عاالی هستین بخدا🙏🙏🙏,neu
instagram,پی‌پی سیچ😂,neu
instagram,اولش میگه تکنولوژی گوز دنیا🤣🤣🤣🤣,neu
instagram,فقط آهنگ بی بی سی رو عشقه!!!😂😂😂اَن اَن اَن,neu
instagram,اقا عالییییی بود. ولی این خیارو بزارین دیگه 😂,pos
instagram,این عن بازیا چیه. سختش نکنید.😂😂,neu
instagram,فقط آهنگ بی بی سی 😂😂😂,neu
instagram,پی پی سیچ👌🤣🤣🤣🤣🤣,neu
instagram,PP C 👊🏻😂😂😂💎❤️,neu
instagram,آخه پی پی سیچ؟؟؟؟😂😂😂😂کسی میدونه سیچ به ترکی چی میشه🙈🙈واااای,neu
instagram,😂😂😂,pos
instagram,سیخ وسط توالت فرنگی . واسه همین نیگه اذیت میشین,neu
instagram,فقط عاشق اون pp،c شدم 😂😂❤️❤️,neu
instagram,اگه ب خاری اونو ببر🤣,neu
instagram,😂😂😂😂,pos
instagram,خیلی ممنونشو مثله همیشه نگفتاااااا👏,neu
instagram,تیتراژ بی بی سی ، میگه ع...ن ع...ن 😂😂😂😂,neu
instagram,حرکت دستش که میگه به نفختون نیست😂😂😂😂😂😂😂😂,neu
instagram,😂😂🌹🌹عالی بود,pos
instagram,فقط آهنگ اخبارش😂😂😂,neu
instagram,😂😂😂😂😂لعنتیییی عالی هستییی,pos
instagram,اون 💩 روی بخاری اخر چی میگه😂😂😂😂,neu
instagram,😂😂😂 awli bud,pos
instagram,😍😍😍😍,pos
instagram,صندلی چشم و دهن داره😁,neu
instagram,🤣🤣🤣,pos
instagram,😂😂😂😂😂😂😂 این اسمای خوب و از کجا میارید ؟؟؟ پی پی سی,neu
instagram,"فقط حرکت دست فروشنده وقتی میگه "" یکم اذیت میشید"" 🤣🤣 جزئی نگری سازنده های عنیمیشن عالیه. دمتون گرم",pos
instagram,😂😂😂😂👌❤️,pos
instagram,بهترین تکنولوژی گوز دنیا😂😂😂,neu
instagram,ما فهمیدیم گفتیم زشته کامنت کنیم😂😂,neu
instagram,Number 1👏👏👏,pos
instagram,😂😂خیلی باحالین,pos
instagram,😂😂😂,pos
instagram,فقط تیتراژ بی بی سی,neu
instagram,😂😂😂,pos
instagram,شما بینظیرید,pos
instagram,میگه تکون لوژی گوز دنیا....به سیخکی وسط اون چیزی که مثل توالت فرنگیه و یه سیخکی وسطشه نگاه کنید و به حرکت دستش که میگه اذیت میشید,neu
instagram,خییییییلی ممنون😂😂❤️💙,pos
instagram,‌,neu
instagram,kheili khooooobe👏🏻,pos
instagram,😄😄👍,pos
instagram,😂😂,pos
instagram,😂,pos
instagram,گوز دنیا😂😂,neu
instagram,۵ بار نگاه کردم تا فهمیدم چی گفتی دقیقا مخصوصا گوزز 😂😂😂,neu
instagram,واییییی فقط کارتونش. عاشق اون اکت مجری و کراوات و حرکت دست فروشنده و .... شدم👌👌👌👌,pos
instagram,👏👏👏👏👏👏👏😍😍😍,pos
instagram,فقط اون پی پی سیچ اخبار 😂😂😂😂,neu
instagram,یا ابوالفض🤣🤣🤣🤣,pos
instagram,عالي بود,pos
instagram,ت کون گلولوژی گوز دونیا........بِره شیمی کار خایلی میزان ایسه,neu
instagram,"اقا راضی ام ازت🤣👍🏻
کلمه چی شد😂 !!هم اضافه کنید عالی میشه 🌺❤️",pos
instagram,😂😂😂👌,pos
instagram,بعد خودشو خارید 😂😂😂,neu
instagram,😂😂,pos
instagram,وااااااااای خداااااااااا اون چی میگه 😂😂😂عَ........عَ.........خدا الا یعنی چجوری میشه اینجوری فک کرد؟؟؟خیییلی باحالید 👌🤗🤣🤣,pos
instagram,الآن اینی که گفت یعنی چی آخه 🤗من که فقط  تیتراژ منو کشت 🤣بخاری چی بود 🤔😁,pos
instagram,😂👌🏽,pos
instagram,😁😁😁,pos
instagram,😂😂😂😂♥️,pos
instagram,😄😄😄😄😄,pos
instagram,چی؟,neu
instagram,تکونلوژی 😂😂😂😂😂😂,neu
instagram,واااای😁👌,pos
instagram,ووی قربونت برم ایقد غلیییظ میگی تکنولوژی رررروز رو😂👌,neu
instagram,🤣🤣🤣🤣🤣🤣🤣🤣👌👌👌👌👌👌👌👌👌👌👌👌عااالی,pos
instagram,😂😂😂😂😂😂,pos
instagram,🤣🤣🤣♥️واااااای انقد موزیک پی پی سی خوب بود از کانال برداشتم به زودی باید ازش استفاده کنم,neu
instagram,تکککککنولللللللوژییییی رررررررروز دنیا 👌😂,neu
instagram,💗💗💗,pos
instagram,فقط آهنگ بی بی سی🤣🤣🤣🤣,neu
instagram,تعلیق کم داشت ها ... قوی برید جلو، مرسی بابت PPC و موزیک اش خیلی خلاقانه بود,neu
instagram,آهنگ بی بی سی، عن عن 😂 اونجا هم که میگه این یکم اذیت میشی بعد با دست بدون انگشتش ⁦☝️⁩ .....خییییییلللللییییی ممنون,neu
instagram,من عااااشقتونم 😂,pos
instagram,اون پی‌پی‌سی عاااالی بود👍🏻👍🏻😂😂 عن.....عن......عن🤣,pos
instagram,عالی..از شبکه شاد هم بسازید..😁😁😁,pos
instagram,"ميخواى از شر چربي هاي اضافه خلاص شى؟💪🔥
میخوای هیکل خوبی داشته باشی؟🔥‌
میخواب شکم تخت و صاف داشته باشی؟🔥‌
نمیخوای بابتش پول بدی؟🔥‌
نمیخوای از خونه بری بیرون یا وقت نداری بری باشگاه؟🔥‌
البته الان باشگاه ها هم تعطیلن🙌‌
پس یه سر به این پیج بزن که به همه خواسته هات برسی💪💪🔥❤️‌ ‏ ‏",neu
instagram,😂😂😂😂😂😂😂😂 همیشه خوبید لعنتیا👍👍👍👍,pos
instagram,💙💙💙💙💙💙💙💙💙 انصافا نامردیه شِیر نکنید براشون,neu
instagram,نمکدونید شما 👏👏,pos
instagram,😄😄😄😄👍👍👍👍,pos
instagram,خیلی خوب بود 😂😂 بعد خوندن کامنتا دوباره دیدم جهت دیدن نکات😅😅😅,pos
instagram,Margherite...,neu
instagram,😂😂😂😂👌👌,pos
instagram,اقا عااالی بود...,pos
instagram,😂😂😂😂😂😂😂😂😂,pos
instagram,😂😂😂😂😂😂😂😂,pos
instagram,😂😂👍,pos
instagram,Vaaaay jeeeer👌👌😂😂behtarinid💜👌,pos
instagram,😂🤣😂🤣😂🤣😂🤣,pos
instagram,😂😂😂😂😂😂😂😂😂,pos
instagram,مثل همیشه عالی,pos
instagram,تیکنولوجی😁😁😁,pos
instagram,وااای اولش خیلی خوبه، عن عن عن عن🤣🤣🤣🤣🤣,pos
instagram,😂😂 اگه بوخاری از این نفخیا ببر اگرم نخاری از این نفتیا. تکونولوژی ..وز دنیا,neu
instagram,یعنی یااااا اصلا وضیییی مردم از خنده عالی بوددد❤️😻,pos
instagram,سلام از پیج ما دیدن فرمایید🔥🔥,neu
instagram,تازه شبکه پی پی سی هم گرفته 😂😂😂😂😂,neu
instagram,🤣🤣🤣🤣,pos
instagram,خیلی ممنون👏👏😅😅😅,pos
instagram,بوسش کن,neu
instagram,😂,pos
instagram,😂😂😂😂👍👍👍👍👌👌👌👌,pos
instagram,پی پی سیح 😂😂😂😂,neu
instagram,خدایی اولین باره تو اینستا کامنت میذارم،(اونم تی واستی)بابام عاشق کلیپ هاتون شده،هرکدوم رو چندییییین بار باید ببینیم.دمتگرم,neu
instagram,😂😂😂😂😂خعلی خوبین,pos
instagram,❤️❤️,pos
instagram,😂,pos
instagram,خیلی خوبین,pos
instagram,Oon ahange PPC faghat 🤣🤣🤣🤣🤣,neu
instagram,صندلی که طراحی کردین نقش دجال روش حک شده شبیه یه تک چشم هست,neu
instagram,نفخ رو جمع میکنه میبره تا بخاری 😂😂😂😂😂,neu
instagram,خعلی ممنون,pos
instagram,کو,neu
instagram,👍🏼😂,pos
instagram,اون میله باد نفخ رو میفرسته واسه بخاری😂,neu
instagram,صد بار دیدمش....😃,pos
instagram,فقط حرکت دستشش😂😂😂وای عالی هستین😍,pos
instagram,میگه یکم اذیت میشی 😂حرکت دستش کشته منو,neu
instagram,آقا چرا یکی از فیلم هارو پاک کردین خیلی باحال بود😞 دقیق یادم نیست داستانشو فقط یادمه ازین مسؤلان بود هی نشسته بود حرف میزد میگفت خوشبختانه مشکلی نيست، خوشبختانه مشکلی هست😁 اگه مشکلی نیست بزاریدش دوباره لطفا😕,neu
instagram,😂😂😂,pos
instagram,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,pos
instagram,کارا ضعیف شده,neg
instagram,دستتون درد نکنه بسیار ظریف و برنده کلیپ میسازید.عالی.بخصوص توی این آیتم آرم خبریتون فوقالعدس,pos
instagram,منم ذهنم درگیرش شد😂😂😂,pos
instagram,😂😂😂kheiliiiii mMnoooon,neu
instagram,😍😂,pos
instagram,دمتون گرم عالى بود👏🏻👏🏻👏🏻,pos
instagram,😅😅😅,pos
instagram,❤️❤️❤️,pos
instagram,تک نو لوزی رو ز دون یا,neu
instagram,😂😂😂😂😂😂,pos
instagram,👏👏👏,neu
instagram,عالی 😂😂👌🏻👌🏻❤️,pos
instagram,😂😂😂😂😂😂😂,pos
instagram,pp sich 😂😂😂,neu
instagram,😄😄😄😄,pos
instagram,از ته ترین تکنولوژیه,neu
instagram,😂😂😂,pos
instagram,#پی_پی_سی  عالی بود,pos
instagram,خوشبختانه نفت هم مجاني شد😬😬,neu
instagram,❤️😂,pos
instagram,😂😂😂😂😂😂😂😂👍🏻👍🏻👍🏻,pos
instagram,روز جهانی روانشناس بهتون تبریک میگم  ک با هنرتون  تونستین  روح وروانمونو  جلا  بدین,pos
instagram,😂😂😂😂,pos
instagram,نه از همون اولش مفهوم بود👍,pos
instagram,فقط بخاری تقاضا کردنش😂😂 بُخاری میدی؟😂😂😂😂😂,neu
instagram,😂😂😂👌,pos
instagram,خدا به همراهتان 🌹,pos
instagram,🤣🤣,pos
instagram,این اخرش بودددد😂😂,pos
instagram,مگه داریم بهتر از شماااااا😍😍😍😍🔥🔥🔥,pos
instagram,فقط صدای اخبارررر😂😂😂😂😂😂😂😂,neu
instagram,عالیییی😂😂😂😂,pos
instagram,عالی فالو میشی,pos
instagram,وای خدای بزرگ‌من مردم که🤦‍♀️🤣🌝,neu
instagram,😂,pos
instagram,تیتراژه خوبه! عن عن عن عن😂😂😂😂,pos
instagram,😂😂😂😂😂😂😂😂😂😂,pos
instagram,😂😂😂😂😂 عالی,pos
instagram,عالی هستید👍👌🔥,pos
instagram,اونجاش که میگه شما اذیت میشی و با دستش نشون میده عالیه 😂😂😂😂,pos
instagram,👌👌👌👌,pos
instagram,🤣🤣🤣,pos
instagram,کار توإ خواهر,neu
instagram,نه والا,neu
instagram,🤤,neu
instagram,برای ما هم بفرستید,neu
instagram,اين شير نميخواد؟,neu
instagram,این آقای میری آشپزن؟,neu
instagram,👌,pos
instagram,پفی نیستش نداره,neu
instagram,سلام وقت بخیر از ۲ ماه قبل عید گفتین به پیک های اکسپرس عیدی میدین چی شد پس؟؟؟,neu
instagram,کد تخفیف بدع,neu
instagram,کد تخفیف اسنپ 👽🔥,neu
instagram,💚🙏,pos
instagram,در خانه میمانیم . سال نو مبارک,pos
instagram,چقدر مصنوعی 😄😄 بابا ایده رو یکم پرورش بدید کیفیت بهش بدید,neg
instagram,واقعأ نمیدونم چه بگم ولی من از ساعت ۲۴دیشب هرکار کردم یه اسنپ گیرم نیامد واقعأ جای تاسف داره😞😞,neg
instagram,سلام سال نو مبارک,neu
instagram,کرایه هاعیدی بالا رفته ماشالله دیگه نمی صرفه,neg
instagram,راستی کمک معیشتی رو دولت برا رانندها نریختن,neu
instagram,دلت واسه گرفتن کمیسیون از بچه ها تنگ شده,neg
instagram,👏👏👏👏,neu
instagram,چه کلیپ جالبی.. ممنون❤️❤️,pos
instagram,کلا دعا کردن و توسل کردن جایگاهی نداره بین شما مثل اینکه,neu
instagram,حاجی اسیر سبیلتم. 😂,neu
instagram,سال نو مبارک باشه انشالله که سال خوبی در پیش داشته باشن همه مردم ایران زمین واول سلامتی وبعد هم کارتهای پر پول که بتونیم با دوباره با اسنپ بریم بیرون سر کارهامون بگو انشالله🌹🌹🌹🌹🙏🙏🙏🙏🙏,pos
instagram,❤️👏,pos
instagram,"با سلام و درود
سال 98 پر بود از حوادث بد و متاسفانه هزاران هموطن را در حوادث گوناگون از دست دادیم
 و هنوز ادامه دارد!
هرکاری کردم که با خودم کنار بیام و سال 99 را تبریک بگم نشد . دل و زبانم با این درد هموطنان و روزهای کرونایی به تبریک نمی رود .
امسال بنده به احترام هموطنان عزیز نه سفره ای دارم و نه تبریکی . تنها سال خوبی را برای شما آرزومندم و انشاالله سال جدید سال خوبی باشه . 
لطفا مراقب خودتون و سلامتیتون باشید.
با تقدیم احترام 
رضا بهادران 💐🙏",neg
instagram,😂,pos
instagram,نه دیگه😂,neu
instagram,😂,pos
instagram,😂🙏,pos
instagram,عالی😍😍,pos
instagram,bokonesh to halghe nanat😂😂😂,neg
instagram,کاش دوستان رو هم تگ‌ می کردین 😂,neu
instagram,😮😮بیخیال,neu
instagram,کاش زودترهمه ناراحتیا تموم بشه😥😔💚💚💚💚💚💚💚💚💚💚💚💚💚,neu
instagram,"❁﷽❁ حالِ نیکو،فالِ نیکو؛ سهم هر روزِ شما
شاد وپیروز ومبارک باد نوروزِ شما
هر دم و هرروزتان سرشار احوالاتِ ناب،
لحظه هاتان شادِشاد و دلخوشیتان بی حساب!
سال نو مبارک🌹
ارادتمند 
رضا حریر چی",pos
instagram,پرو‌کردن مردم و دیگه فقط کونه اسنپ‌گنده باید کنی من الان چند ماه میشه دیگه بعد گرونی سوخت پاک کردم اسنپ دیگه کار نمیکنم اونروز یه جا‌میخواستم برم اسنپ گرفتم یارو با دنا پلاس اومد کرایه زده بود پنج هزارتومن گفتم ماشالله تا دلاوری های مثل تو بااین ماشین و بنزین سه تومنی هستن چرا اسنپ گرون کنه واقعن الان ماشین دربیاری بیرون هزینش بیشتره تا با اسنپ بخای بری صلواتی دیگه,neg
instagram,❤️❤️❤️❤️❤️❤️❤️❤️❤️ #در_خانه_میمانم,neu
instagram,تو دوزار به فکر راننده باش راست میگی یه ماه کمیسیون نگیر,neu
instagram,پیگیری کنید لا اقل یه کمک هزینه بهمون بدن برای بیکاری,neu
instagram,سلام امیدوارم کرونا باعث بشه تیم اسنپ از سر تقصیرات رانندگانی که مسدود شده اند بگذره. ممکنه راننده ای از سر ناآگاهی یا اشتباه مسدود شده لطفا فرصت کار را ازش نگیرید. بزارید کار کنه.,neu
instagram,💙💙,pos
instagram,سلام وقت بخیر امسال #تسویه_در_لحظه  رو فعال کنید,neu
instagram,لوگوتون چرا کپی شده از yahoo هستش؟ ینی کسی نبود براتون خلاقانه لوگو طراحی کنه؟,neu
instagram,it's amazing,pos
instagram,اسنپ به راننده هاش میگه حضوری بیاید دفاتر برای کار های پشتیبانی این کمپانی اصلا به سلامت مسافر و راننده اهمیتی نمیده,neg
instagram,چرادیگه تخفیف نمیدید.؟ من مشتری ثابت اسنپ هستم,neu
instagram,وقتی رهبر و رئیس جمهور این مملکت خیلی راحت دروغ میگن ، شما از این شرکتهای خون آشام چه انتظاری دارید ؟,neg
instagram,ببینید اگه فقط ۱ ساعت همه راننده ها درخواست قبول نکنن سیستم بصورت اتوماتیک کرایه ها رو بالا میبره یا خود مسافر مقداری توقف میزنه کرایه ها منصفانه تر میشه تا بخواد زودتر به مقصدش برسه اگه تعداد زیاد راننده همزمان انلاین بشن باعث کاهش قیمت کرایه ها میشه سیستم بصورت اتو ماتیک میسنجه که تعداد درخواست از تعداد راننده کمتره کرایه رو کاهش میده تا بصورت رقابت برای راننده ها که کرایه کمتری قبول میکنن درخواست مسافر رو قبول کنه اگه قرار نیست که کار کنی پس اکانت کاربریتو روشن نکن تا باعث کاهش قبمت کرایه ها نشی و اگر مسافر کمه به هیچ عنوان قیمت پایین کرایه قبول نکن تا سیستم قیمت رو اصلاح کنه یا خود مسافر  پس دوستان عزیز ممنون که وقت گذاشتین و مطلبی رو که براتون گذاشتم رو خوندین 🙌🙌🙌😍,neu
instagram,👏👏👏👏👏❤️,neu
instagram,اسنپ خیلی بصرفه من قبلاازاتوبوس استفاده میکردم همش وقتم صرف انتظاربرای اتوبوس میشدولی الان ازاسنپ استفاده میکنم بعضی روزهاحتی کرایه ای که میدم کمترازاتوبوس میشه حالا زمان واینکه زودتربایدحرکت میکردم بااتوبوس که به موقع سرکارم حاضرباشم بماندخسته نباشیدراننده های زحمتکش اسنپ,pos
instagram,دوست عزیز، شما کاربر مسافر هستید یا راننده؟,neu
instagram,به جهنم,neg
instagram,دوست عزیز، اسنپ به صورت دوره‌ای به مسافران فعال خود کد تخفیف ارائه می‌کند. این کد از طریق پیغام‌های داخل برنامه و مسیج به شما اعلام می‌شود.,neu
instagram,سلام بالاخره شرکت کی باز میشه,neu
instagram,مگه کرایه ها خیلی زیاد هست که کد تخفیف هم میخواین اندازه یه بلیط اتوبوس هست دیگه چه تخفیفی,neg
instagram,اتفاقا به کسایی که اصلا سفر نمیرن تخفیف میدید ما همه سفرامون رو با گوشی من انجام میدیم ولی به همسرم تخفیف میدید,neu
instagram,خیلی کرایه خوب ومنصافانه میزنه تخفیف میده,pos
instagram,برنامه ام پاك شد ديگه نصب نشد,neu
instagram,اقا این ماه از بنزین خبری نیست انگار,neu
instagram,گوز😂,neu
instagram,اگر اون راننده ها فقط یک ساعت درخاسن قبول نکنن ببینید چجوری قیمتا میره بالا,neu
instagram,دوست عزیز، اسنپ به صورت دوره ای به مسافران فعال خود کدتخفیف ارائه میکند. این کد از طریق پیغام های داخل برنامه و پیام کوتاه به شما اعلام می شود.در تلاش هستیم از طریق این صفحه هم برای شما کدتخفیف درنظربگیریم. ازینکه همراه اسنپ هستین صمیمانه سپاس گزاریم,neu
instagram,هک‌تلگرام استوری,neu
instagram,خداروشکر🙌,pos
instagram,کرونا کمر بعضی لجبازا و کینه توزا رو تا کرد😁,neg
instagram,"اون اندازه ای که این فیک ها و اجاره ای ها تو مجازی از روز قدس گفتن اثرش از راهپیمایی روز قدس بیشتر شد😂😂
زحمت تبلیغ روز قدس افتاد گردن عزیزان😀",neu
instagram,"‏یک هفته درگیر ادرار شتر بودیم و یک هفته هم گرفتار جوجه کشی ، هفته بعد هم قراره مرغ کشی راه بیندازن....
آخرش نفهمیدیم ۴.۸ میلیارد دلار معادل هفتاد و پنج هزار میلیارد تومان که گم شده کجا رفته؟
با این پول میشه به هر نفر ایرانی حدود ۹۰۰ هزار تومان کمک کرد...",neu
instagram,🤣🤣🤣🤣🤣,pos
instagram,چه عجب,neu
instagram,جمش کنید بابا,neg
instagram,حیف شد,neg
instagram,👏👏👏👏👏👏,neu
instagram,حاجی کل ایران رو هک کردی خسته نشدی😂,neu
instagram,".
برگزار هم کنید نهایت یک میلیون آدم تو کل ایران میان بیرون. مثل ۲۲ بهمن",neu
instagram,ey baba cheraaaa man mikhastam beramaaa heyf shod,neu
instagram,چه راهپیمایی، چه روز قدسی،خدایا اینا دیگه کین.رد دادن رسماااا,neg
instagram,کسکش چرا آخه ؟؟,neg
instagram,"مصری ها با این همه خیانت حکامشان در حق فلسطینیان سریال رمضانی النهایه را درباره نابودی اسرائیل می سازند؛ 🔹هندی ها بدون کمترین نقشی در نابودی داعش، در «تایگر زنده است» به جنگ داعش می روند؛ 🔹آن ها با داستان های خیالی درباره قهرمانان ساختگی شان فخر می فروشند؛ اما ما با این همه قهرمان و حماسه و شهید و ماجراهای واقعی هنوز باید حسرت یک فیلم یا سریال درباره نقش #سردار_سلیمانی و مدافعان حرم در برقراری امنیت منطقه را بخوریم.
🔹باور کنیم عمدی در ساخته نشدن حداقل یک فیلم درباره سیاست راهبردی نظام در دفاع از #مقاومت وجود ندارد؟! #اسراییل_بیست_و_پنج_سال_آینده_را_نخواهد_دید",neu
instagram,کورنا مچکریم تو تونستی جلو اینا مقاومت کنی تا حالا اینطور نخورده بود تو حالشون,pos
instagram,کمر امام زمان شکست,neu
instagram,تکبیر,pos
instagram,خدا رو شکر انشالله که راهپیمایی ریشه کنی آخوند,pos
instagram,😂😂😂😂👍,pos
instagram,کرونا فقط اومده حال بگیره😂,neu
instagram,😂,pos
instagram,نه تو رو خدا,neg
instagram,😂😂چ جذاب,pos
instagram,بخدا اگه من برم,neu
instagram,پایان رژیم. پایان قدس و پایان سختی..... بزودی ایران و اسرائیل جشن آزادی خواهند گرفت 👹👹👹👹👹👹👹,neu
instagram,بهتر ، نميدونستم چى بپوشم 😁,neu
instagram,دمت گرم کرونا انشاالله پیر بشی😂😂,pos
instagram,یه سری احمق باز بلند میشن راهپیمایی,neg
instagram,دیگه چه فایده اون اولی مهم بود کرونا اینجور نکنه,neg
instagram,دمت گرم کرونا مگه تو مملکتو خراب کنی ....,neu
instagram,چه خبر مهمی,neu
instagram,تا دیدن مردم فهمیدن نقششونو گفتن برگزار نمیکنیم,neg
instagram,پیروزی کرونا برجهل و خریت حکومت؛,neu
