timestamp,content,sentiment
"May 3, 2020 @ 14:07:25.227","😂😂😂",unk
"May 3, 2020 @ 14:07:25.171","فقط کپشنت👍",unk
"May 3, 2020 @ 14:07:25.116","😂😂😂",unk
"May 3, 2020 @ 14:07:25.061","😂😂😂",pos
"May 3, 2020 @ 14:07:25.005","😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:24.917","PPC 😂😂😂👌👌😂😂😂",unk
"May 3, 2020 @ 14:07:24.861","عهههه این قسمت نگفتین ""چی شد؟"" ""چی چی شد؟"" 🙊😍😍😂",neu
"May 3, 2020 @ 14:07:24.806","☺☺",neu
"May 3, 2020 @ 14:07:24.751","😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:24.695","😂😂😂😂",unk
"May 3, 2020 @ 14:07:24.640","😂😂😂",unk
"May 3, 2020 @ 14:07:24.584","میشه یه لطفی درحق ماکنیدوپشت صحنه رونشون بدین...خیییلی بهمون چسبیدخداییش..دمتون گرم..خداقوت",pos
"May 3, 2020 @ 14:07:24.529","😄😄👍🏻",unk
"May 3, 2020 @ 14:07:24.474","خدایی خیلی مخ میخواد😂",unk
"May 3, 2020 @ 14:07:24.419","😂👍",unk
"May 3, 2020 @ 14:07:24.363","حرف ندارید👏🙏",neu
"May 3, 2020 @ 14:07:24.308","اين ملودي عني هم نامزد داره ما نداريم 🤣🤣🤦🏻‍♀️",unk
"May 3, 2020 @ 14:07:24.252","پی پی سیچ😂😂😂😂",unk
"May 3, 2020 @ 14:07:24.196","🤣🤣🤣🤣",pos
"May 3, 2020 @ 14:07:24.142","🤣🤣🤣🤣",unk
"May 3, 2020 @ 14:07:24.087","😂😂😂👏👏👏🙏",unk
"May 3, 2020 @ 14:07:24.031","عن عن عن😂😂😂❤️",neu
"May 3, 2020 @ 14:07:23.976","تکنوووولوژی گوز دنیا😂",neu
"May 3, 2020 @ 14:07:23.920","Bast e dastanii awlii boud👌🤯",unk
"May 3, 2020 @ 14:07:23.865","😂😂😂😂",unk
"May 3, 2020 @ 14:07:23.809","چن وخته هر روز اگر بخارم میام اینستا و عنی میشن ببینم",unk
"May 3, 2020 @ 14:07:23.754","اخه تاحالا کجا بودین پس 😂😂",neu
"May 3, 2020 @ 14:07:23.699","😂😂👌",unk
"May 3, 2020 @ 14:07:23.644","😂😂😂دقیقا همون که شما گفتید درسته👌👌👌",unk
"May 3, 2020 @ 14:07:23.588","چقدر بدبختیم🤣🤣🤣🤣🤣👍عنی ام نشدیم🤣🤣🤣",unk
"May 3, 2020 @ 14:07:23.533","فقط تیتراژ خبر😂😂😂😂",unk
"May 3, 2020 @ 14:07:23.478","چقدر بی مزه",unk
"May 3, 2020 @ 14:07:23.423","درست شنيدم اول گفت تكنولوژي گوز دنيا؟؟؟😂😂😂",unk
"May 3, 2020 @ 14:07:23.367","👏👏👏👏👏👏😄😄😄😄😄",unk
"May 3, 2020 @ 14:07:23.312","😂😂😂👌👌عالی",unk
"May 3, 2020 @ 14:07:23.256","😂😂👌",unk
"May 3, 2020 @ 14:07:23.201","بی بی سیچ😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:23.145","😂",unk
"May 3, 2020 @ 14:07:23.090","👏👏👏👏",unk
"May 3, 2020 @ 14:07:23.035",,unk
"May 3, 2020 @ 14:07:22.979",,unk
"May 3, 2020 @ 14:07:22.891","لطفا کتاب  داخلی (مثل هاریسون) چاپ خودتان را نیز انتشار دهید، مشتری خواهید داشت😂😂😂",unk
"May 3, 2020 @ 14:07:22.836","الکول بزنم پیس پیس",neu
"May 3, 2020 @ 14:07:22.791","😀😀😀",unk
"May 3, 2020 @ 14:07:21.607","😂👌👌🌷عالی",unk
"May 3, 2020 @ 14:07:21.552","جووون خِییییییلیییی ممممنون 😁",unk
"May 3, 2020 @ 14:07:21.496","😂😂😂",unk
"May 3, 2020 @ 14:07:21.441","موزیک بی بی سی ( عن عن عن عن 😂😂😂)",unk
"May 3, 2020 @ 14:07:21.385","می تونم خواهش کنم رمز گشایی بفرمایید؟",unk
"May 3, 2020 @ 14:07:21.330","تکنولوژی روز دنیااا😂😂😂🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️",unk
"May 3, 2020 @ 14:07:21.275","🤣🤣🤣👍👍👍",unk
"May 3, 2020 @ 14:07:21.219","😂😂😂😂😂😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:21.153","میشه تو ضیح هم بدی تو کپشن، من متوجه نمیشم چی شد😏",unk
"May 3, 2020 @ 14:07:21.087","بهترین دوکون لوژی *وز دنیا 🤪🤣🤣🤣🤣👌👌👌",neu
"May 3, 2020 @ 14:07:21.020","🤣🤣🤣🤣🤣🤣🤣",unk
"May 3, 2020 @ 14:07:20.948","عالی دمتون گرم👌👌",unk
"May 3, 2020 @ 14:07:20.854","😂😂👌🏻👌🏻",pos
"May 3, 2020 @ 14:07:20.799","از پیج هنری من دیدن فرمایید ❤️",unk
"May 3, 2020 @ 14:07:20.744","فقط آهنگ پی پی سی🤣🤣🤣",unk
"May 3, 2020 @ 14:07:20.688","شما عالی هستین عااالییی❤️ده بار دیدم😂😂😂",unk
"May 3, 2020 @ 14:07:20.632","ای ای ای ای",unk
"May 3, 2020 @ 14:07:20.577","😂😂😂😂 بیا ماشین سانتافه وانت کنیم و کار شروع و کنیم؛ نفتی نننففت",unk
"May 3, 2020 @ 14:07:20.521","😂😂😂👌👌❤️",unk
"May 3, 2020 @ 14:07:20.466","پی پی سیچ 😂😂😂😂",unk
"May 3, 2020 @ 14:07:20.411","بوخاری؟؟؟ نوخام بخاری تی شینه😂😂😂😂",unk
"May 3, 2020 @ 14:07:20.355","خیلی ممنون🤣🤣🤣🤣",unk
"May 3, 2020 @ 14:07:20.289","شما کارت درسته 😅",pos
"May 3, 2020 @ 14:07:20.234","😂😂😂",unk
"May 3, 2020 @ 14:07:20.179","😂😂😂😂",unk
"May 3, 2020 @ 14:07:20.123","خییییییلی مومنون 😄😄",unk
"May 3, 2020 @ 14:07:20.068","😂😂😂😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:20.012","😂😂😂😂 خیلی ممنون",unk
"May 3, 2020 @ 14:07:19.957","ااااا من همش منتظرم بیاد بگه الکل بزنم /صدای خیار خوردن هم بذارید☹😩",unk
"May 3, 2020 @ 14:07:19.902","فقط تیتراژ بی بی سی😂😂😂👌👌👌👌",unk
"May 3, 2020 @ 14:07:19.847","🌹🌹🌹💜💙",unk
"May 3, 2020 @ 14:07:19.792","Wy🤣🤣🤣🤣🤣🤣",unk
"May 3, 2020 @ 14:07:19.736","😃😃😃😃😃😃😃👏👏👏👏👏👏",unk
"May 3, 2020 @ 14:07:19.681","خیلی ممنونش مثله همیشه نبود",unk
"May 3, 2020 @ 14:07:19.626","تکنولوژی گوز دنیا😂😁👌",unk
"May 3, 2020 @ 14:07:19.570","عن عن عن ، کاهش بهای ارزش جهانی نفت😂 عن عن عن",unk
"May 3, 2020 @ 14:07:19.515","Biiiiiiinazirioid 🤣🤣🤣",unk
"May 3, 2020 @ 14:07:19.459","😂😂😂😂👍",unk
"May 3, 2020 @ 14:07:19.404","خیلی قشنگ بود خییلی ممنون❤️❤️❤️❤️❤️❤️",unk
"May 3, 2020 @ 14:07:19.349","🤣🤣🤣👍🏽",pos
"May 3, 2020 @ 14:07:19.294","فقط ملوديه بي بي سي😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:19.238","عالی بود عالی دمتون گرم🤣🤣🤣",pos
"May 3, 2020 @ 14:07:19.183","چی چی شده؟پوخاریه دیگه.",unk
"May 3, 2020 @ 14:07:19.128","👏👏👏😂😂",unk
"May 3, 2020 @ 14:07:19.072","تورید بخدا😂😂😂 دهنتون سرویس",unk
"May 3, 2020 @ 14:07:19.017","😂😂😂😂",unk
"May 3, 2020 @ 14:07:18.961","afarin 👌",unk
"May 3, 2020 @ 14:07:18.906","دمتون گرم عمو",unk
"May 3, 2020 @ 14:07:18.850","تکنولوژی گوز دنیا😂😂😂",unk
"May 3, 2020 @ 14:07:18.797","فقط تیتراژ اخبار",unk
"May 3, 2020 @ 14:07:17.556","😂😂😂😂😂😂😂😂😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:17.500","😂😂😂",unk
"May 3, 2020 @ 14:07:17.445","🤣🤣🤣🤣🤣",unk
"May 3, 2020 @ 14:07:17.390","🤣🤣🤣",unk
"May 3, 2020 @ 14:07:17.334","چون خارید باید نفخی ببره😂",neu
"May 3, 2020 @ 14:07:17.279","😂😂😂👌👌👌",unk
"May 3, 2020 @ 14:07:17.223","vaaaaaaaaaaaaay vaaay",unk
"May 3, 2020 @ 14:07:17.168","عاشق این بازی با کلماتتونم 😂😂",unk
"May 3, 2020 @ 14:07:17.114","😂😂😂😂",unk
"May 3, 2020 @ 14:07:17.035","گرون شد",unk
"May 3, 2020 @ 14:07:16.980","واااااي حرف نداري خيلي خوبه🤣🤣🤣🤣",unk
"May 3, 2020 @ 14:07:16.925","واااای خیلی خوب بود😂😂😂😂",unk
"May 3, 2020 @ 14:07:16.869","عالی 😂😂😂😂😂❤️",unk
"May 3, 2020 @ 14:07:16.814","واااای روزمو پایان خوش داد بهش 😂😂😂😂جر خوردم",unk
"May 3, 2020 @ 14:07:16.759","تکنولوژی گوز دنیا 😂😂😂",unk
"May 3, 2020 @ 14:07:16.703","😂👍",pos
"May 3, 2020 @ 14:07:16.648","خیلییییی ممنون واقعا👌😂😂",pos
"May 3, 2020 @ 14:07:16.593","😂😂😂👌🏻👌🏻👌🏻",unk
"May 3, 2020 @ 14:07:16.537","خداییش اول تکنولوژی روبایه چیزدیگه نگفت؟😂😂😂😂",neu
"May 3, 2020 @ 14:07:16.482","عاااااالی بووووووود اخبار و خیلی خوب بووود کیف کردم 😂😂😂😂",unk
"May 3, 2020 @ 14:07:16.427","😂😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:16.371","اولش میگه چی چی ترین تکون لوژیه گوز دنیایه؟",unk
"May 3, 2020 @ 14:07:16.316","ببین خییییییییییلی خوووووبی 😂😂😂",unk
"May 3, 2020 @ 14:07:16.259","فقط اهنگه اخبارت😂😂😂 عن  عن  عن 😂😂😂",neu
"May 3, 2020 @ 14:07:16.205","اگر تو اینیستا یه پیج درست حسابی بدرد بخور باشه اونم فقط شمایییید 😂😂😂😂",neu
"May 3, 2020 @ 14:07:16.150","😂",unk
"May 3, 2020 @ 14:07:16.094","فقط انگشتاش😂😂😂😂",unk
"May 3, 2020 @ 14:07:16.039","👏👏👏😃😃😃😃",unk
"May 3, 2020 @ 14:07:15.973","قلب منی چه جوری یه روز ازت جدا شم",unk
"May 3, 2020 @ 14:07:15.884","پي پي سي😂🤦🏼‍♀️بينظيرين",unk
"May 3, 2020 @ 14:07:15.817","بلامیسر عالی بوووود 😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:15.762","سراسر نکته بود عاشق تیکه هاتم 🤣🤣🤣",unk
"May 3, 2020 @ 14:07:15.707","خیلیییی ممنوووون😂😍💙",unk
"May 3, 2020 @ 14:07:15.652","فقط دستش وقتی گفت یکم اذیت میشی 😂😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:15.596","قبل از تکنولوژی روز دنیا دقیقا چی میگه؟؟؟",unk
"May 3, 2020 @ 14:07:15.541","😂",unk
"May 3, 2020 @ 14:07:15.486","#ترقه؟",unk
"May 3, 2020 @ 14:07:15.430","😂😂😂😂",pos
"May 3, 2020 @ 14:07:15.375","👌",unk
"May 3, 2020 @ 14:07:15.319","😁😁😁 هرگز خودت باید آیکیوت بالا باشه",unk
"May 3, 2020 @ 14:07:15.264","#سوری_جان_دختر_نازم",unk
"May 3, 2020 @ 14:07:15.209","عالی هستین شماها ترکیدم مخصوصا موزیک اول اخبار",unk
"May 3, 2020 @ 14:07:15.153","#یک_دو_سه_چار",unk
"May 3, 2020 @ 14:07:15.098","عالی عالی",unk
"May 3, 2020 @ 14:07:15.043","😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:14.987","خیلی مفهومیه لامصب اصن متوجه نمیشم😅",unk
"May 3, 2020 @ 14:07:14.932","😄😄😄😄👌👌",unk
"May 3, 2020 @ 14:07:14.877","ایشالا همه ۷،۸ تا نامزد قسمتشون شه به حق همین مکان مقدس",unk
"May 3, 2020 @ 14:07:14.821","خییییلی ممنننننون 😂👌",unk
"May 3, 2020 @ 14:07:14.768","😂😂😂😂😂باحال بید",unk
"May 3, 2020 @ 14:07:13.714","تکنولووووژیییییه روووووز دنیا😂😂😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:13.658","خیییلی خوبه ترکیدم😂😂❤️❤️",unk
"May 3, 2020 @ 14:07:13.603","😂😂😂👌👌",unk
"May 3, 2020 @ 14:07:13.548","خایلی مامنون😂😂😂",unk
"May 3, 2020 @ 14:07:13.493","خیلی پخته، شسته رُفته و همه چی تمام از کار درآوردینش. خیییییلی هم ممنون...🌸👏👏👌",unk
"May 3, 2020 @ 14:07:13.438","از همش بهتر بود😂⁦👌🏾⁩",pos
"May 3, 2020 @ 14:07:13.382","😂😂😂😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:13.327","❤️",unk
"May 3, 2020 @ 14:07:13.271","😂😂😂",pos
"May 3, 2020 @ 14:07:13.215","خود سانسوری گرفتی چرا نخاری سانسور کردی😂😂😂😂",unk
"May 3, 2020 @ 14:07:13.161","🌹😂",unk
"May 3, 2020 @ 14:07:13.106","جرلیدمممم😂😂",unk
"May 3, 2020 @ 14:07:13.050","🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",unk
"May 3, 2020 @ 14:07:12.995","جهت اذیت رو نشون میده",unk
"May 3, 2020 @ 14:07:12.939",,unk
"May 3, 2020 @ 14:07:12.884","پی پی سی😂😂",unk
"May 3, 2020 @ 14:07:12.829","😂😂😂نهههه",unk
"May 3, 2020 @ 14:07:12.773","خیلی عالی بود🤣🤣🤣😅😅👍👍👍👍❤",unk
"May 3, 2020 @ 14:07:12.718","گرون بدم؟",unk
"May 3, 2020 @ 14:07:12.662","😂😂😂😂",unk
"May 3, 2020 @ 14:07:12.607","شماها بی نظیرید 👏👏👏👏👏",pos
"May 3, 2020 @ 14:07:12.552","سلام .به پیج منم سربزنین دوستان😍❤️#سینه #بزرگ #حجم دهی #باسن #کوچیک کردن اندام و... درخدمتم .",unk
"May 3, 2020 @ 14:07:12.497","فقط خودت",neu
"May 3, 2020 @ 14:07:12.441","وای خدا چقد کیوتن اخه اینا😂😂",unk
"May 3, 2020 @ 14:07:12.386","😂😂😂😂👍👍👍",unk
"May 3, 2020 @ 14:07:12.331","آهنگ بی بی سی فقط😂😂",unk
"May 3, 2020 @ 14:07:12.275","😄😄😄👌",unk
"May 3, 2020 @ 14:07:12.220","😂😂😂😂😂وااااااي",unk
"May 3, 2020 @ 14:07:12.165","پی پی سی 😂",unk
"May 3, 2020 @ 14:07:12.109","😂😂😂😂😂😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:12.054","😀😀😀👌",unk
"May 3, 2020 @ 14:07:11.999","از این به بعد سعی میکنیم بدون ساختن بسازیم 🙌 مرسی از پیشنهادتون 😁🌹🌹",unk
"May 3, 2020 @ 14:07:11.943","😂😂😂",unk
"May 3, 2020 @ 14:07:11.888","😂😂😂😂😂👌👌👌",unk
"May 3, 2020 @ 14:07:11.833","🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",pos
"May 3, 2020 @ 14:07:11.777","دهنتو کیان😂😂😂",unk
"May 3, 2020 @ 14:07:11.722","وای ... پاره شدم از خنده خدایی ... واییی ... موزیک بی بی سی ... عن عن عن عن ... ها هاااااا 😂😂😂🤣🤣🤣",unk
"May 3, 2020 @ 14:07:11.666","واااااای عاشقتونم",unk
"May 3, 2020 @ 14:07:11.611","جاااان تو فقط بگو اوج😂💦",neu
"May 3, 2020 @ 14:07:11.555","😂😂",unk
"May 3, 2020 @ 14:07:11.500","آهنگ اخبار عالی بود 🤣🤣🤣🤣🤣",unk
"May 3, 2020 @ 14:07:11.445","Bhtrin technolozhy gooze donya😂😂😂😂😂😂😂😂😂😂😂chqd khoob bood😂😂😂😂",neu
"May 3, 2020 @ 14:07:11.390","👏🤣👏",unk
"May 3, 2020 @ 14:07:11.334","چرا من نگرفتم😭",unk
"May 3, 2020 @ 14:07:11.279","😂😂😂👍",unk
"May 3, 2020 @ 14:07:11.224","جون بله قربان❤️",unk
"May 3, 2020 @ 14:07:11.157","قربونت بشم من اخه. بلاخره لهجمونو کامل یاد میگیری نفس♥️😂",unk
"May 3, 2020 @ 14:07:11.102","ولی یکم دارید لوس میشید...عنی نشین توروخدا👌",unk
"May 3, 2020 @ 14:07:11.046","😂😂😂",pos
"May 3, 2020 @ 14:07:10.991","😂",pos
"May 3, 2020 @ 14:07:09.895","خیار بخور برای نفخ هم خوبه...",unk
"May 3, 2020 @ 14:07:09.829","قربون دلت",unk
"May 3, 2020 @ 14:07:09.774","یعنی هنوزم که هنوزه این دیالوگ توو زبونمون افتاده هر جا رد میشم میگم الکول بزنم؟؟پیس پیس😂😂😂",neu
"May 3, 2020 @ 14:07:09.718","😂😂😂😂😂😂دمتون گرم",unk
"May 3, 2020 @ 14:07:09.663","خودتی❤️",unk
"May 3, 2020 @ 14:07:09.607","🤣🤣عالیه عالی",pos
"May 3, 2020 @ 14:07:09.552","😂❤️❤️❤️❤️",unk
"May 3, 2020 @ 14:07:09.496","دقیقا👌 شاید چون قبلا کارشون نو بود اما الان انگار تکرار هموناست.",unk
"May 3, 2020 @ 14:07:09.441","😄🧡",unk
"May 3, 2020 @ 14:07:09.386","😂😂",unk
"May 3, 2020 @ 14:07:09.331","چندبار نگاه کن",unk
"May 3, 2020 @ 14:07:09.275","مثل همیشه نبود",neu
"May 3, 2020 @ 14:07:09.220","🤣🤣🤣🤣",unk
"May 3, 2020 @ 14:07:09.165","پی پی سیچ😂😂😂😂",unk
"May 3, 2020 @ 14:07:09.109","چرا آخه اینقدر خوبین؟! دو سه بار حداقل میبینم👍🏽👍🏽👍🏽😂😂🤪🤪🤪",unk
"May 3, 2020 @ 14:07:09.054","🤣🤣🤣💕💕💕💕",unk
"May 3, 2020 @ 14:07:08.999","اي جان من😂😂😂",unk
"May 3, 2020 @ 14:07:08.943","نکته هاش رو شما متوجه نشدین چون",unk
"May 3, 2020 @ 14:07:08.888","💗💗💗😆😆😆",unk
"May 3, 2020 @ 14:07:08.832","😂😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:08.777","عااالی بود😂😂👌🏻",unk
"May 3, 2020 @ 14:07:08.722","اول گفت تکنولوژی گوز دنیایِ😂😂😂😂😂😂😂بعد اصلاحش کرداااااا😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:08.667","لعنتی این یکی گل سر سبدتون بود همیشه همینقد خوب بمونید خیییییییییییییییییییلی خوب بود",unk
"May 3, 2020 @ 14:07:08.612","راستش من دو سه بار میبینم تا همه نکته ها و بگیرم😂😂🤔👍👍👍👍",unk
"May 3, 2020 @ 14:07:08.556","😂👍🏽",pos
"May 3, 2020 @ 14:07:08.501","🤣🤣🤣🤣",unk
"May 3, 2020 @ 14:07:08.445","چه قشنگ دلپیچه را نشون میده با دستش😀😀😀😀😂😍😍😍😍😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:08.390","تمومه تموم?",unk
"May 3, 2020 @ 14:07:08.334","😂😂😂",unk
"May 3, 2020 @ 14:07:08.279","😂😂😂😂",unk
"May 3, 2020 @ 14:07:08.224","با مزه ها 😂😂👏👏",unk
"May 3, 2020 @ 14:07:08.168","اذیت میشی🖕🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",unk
"May 3, 2020 @ 14:07:08.113","👌😄😄",unk
"May 3, 2020 @ 14:07:08.058","😂😂😂😂 چه خبرتونه",unk
"May 3, 2020 @ 14:07:08.002","ppc o ahangesh😂👍🏽",unk
"May 3, 2020 @ 14:07:07.947","پی پی سیچ😂😂😂😂",unk
"May 3, 2020 @ 14:07:07.891","😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:07.836","خودتون یبار جوابی که به کامنتم دادیدو بخونید ببینید معنی داره یا نه؟ خوبه ادم‌انتقاد پذیر باشه و تو جوابی که میده تأمل‌کنه😉😉😉",unk
"May 3, 2020 @ 14:07:07.770","کامنت ۱۷۰۰",unk
"May 3, 2020 @ 14:07:07.714","👍👍👍",unk
"May 3, 2020 @ 14:07:07.648","😂😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:07.592","زودتر دیالوگ ها و‌موزیک بی بی سی رو بزارید تو تلگرام لطفا",unk
"May 3, 2020 @ 14:07:07.540","vayyyyyyyyy🤣🤣🤣🤣🤣🤣🤣🤣 alin khodaiiiiiii🤣🤣🤣🤣🤣🤣",unk
"May 3, 2020 @ 14:07:07.471","👌👌👌",unk
"May 3, 2020 @ 14:07:07.416","تکنولوژی رررروز دنیا😂😂👍🏻",unk
"May 3, 2020 @ 14:07:07.349","زود حتما بعدا ❤️",unk
"May 3, 2020 @ 14:07:07.294","خیلی قشنگ بوددخترم تاصدای عنییی و میشنوه میاد نگاه کنه😂😂😂",unk
"May 3, 2020 @ 14:07:07.239","خيلي خنديدم، خيلييي ممنون 😂",unk
"May 3, 2020 @ 14:07:07.172","😂😂😂😂👍",unk
"May 3, 2020 @ 14:07:07.125","زشته صبا😒😂",unk
"May 3, 2020 @ 14:07:05.844","🤣🤣🤣🤣🤣🤣🤣🤣🤣",unk
"May 3, 2020 @ 14:07:05.789","❤️❤️❤️😍😍👌",unk
"May 3, 2020 @ 14:07:05.722","تکنولوژی گووز دنیا رررروووز دونیااا 😂 خیییلی ممنون آخرش فقط💨 😂😂😂 دمتون گرم 👏",unk
"May 3, 2020 @ 14:07:05.667","👏🏼👏🏼👏🏼👏🏼دقیقا وقتی میری خرید همینه",unk
"May 3, 2020 @ 14:07:05.611","فقط عن عن پی پی سی",unk
"May 3, 2020 @ 14:07:05.545","😂😂",pos
"May 3, 2020 @ 14:07:05.479","پی پی سیچ😂😂😂🙌",unk
"May 3, 2020 @ 14:07:05.423","پذیرفتیم انتقادتونو دیگه 😂🌹🌹🌹",unk
"May 3, 2020 @ 14:07:05.368","😂😂😂😂😂😂😂😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:05.301","😂😂😂😂عالی بود کلی خندیدم، نکته های ریز جالبی داشت🤣🤣🤣🤣",unk
"May 3, 2020 @ 14:07:05.224","👏👏👏😂😂😂😂",unk
"May 3, 2020 @ 14:07:05.158","دوسه بار ببينش يه دفه كمه😂😂😂",unk
"May 3, 2020 @ 14:07:05.102","😂👍",pos
"May 3, 2020 @ 14:07:05.047","🤣🤣❤️",unk
"May 3, 2020 @ 14:07:04.991","😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:04.936","دیگه کار ما هم یه جورایی مرتبطه 😂😂😂 عالی هستین ❤️",unk
"May 3, 2020 @ 14:07:04.881","nist motabeghetun😍💙🤞🏼",unk
"May 3, 2020 @ 14:07:04.825","😂😂😂😂",unk
"May 3, 2020 @ 14:07:04.770","😂😂😂👍👍👍👍👍",unk
"May 3, 2020 @ 14:07:04.714","جالب نبود اینبار",neg
"May 3, 2020 @ 14:07:04.659","👏👏😅😅😅",unk
"May 3, 2020 @ 14:07:04.604","یعنی فقط آهنگ تیتراژ بی بی سی 😂😍😂",unk
"May 3, 2020 @ 14:07:04.549","پیچیده شد",unk
"May 3, 2020 @ 14:07:04.493","😃😃kheeeyli momnoun!",unk
"May 3, 2020 @ 14:07:04.438","اون تیکه تکنولوژی عالی‌ بود 🤣😂🤣😂",unk
"May 3, 2020 @ 14:07:04.383","😂😂😂 بابا چرا سانسور میکنی شدی صدا و سیما؟",unk
"May 3, 2020 @ 14:07:04.327","😂🌹",unk
"May 3, 2020 @ 14:07:04.271","اول گفتی گوز",unk
"May 3, 2020 @ 14:07:04.216","آهنگ شبکه پی پی سیچ😂😂😂😂",unk
"May 3, 2020 @ 14:07:04.161","عالی بود 👏",unk
"May 3, 2020 @ 14:07:04.106","اول گفت تکنولوژی گوز دنیا 😂😂😂😂😂😂😂😂😂😂😂😂 بعد اصلاح کرد 😂😂😂 این عالی بود👏👏👏",pos
"May 3, 2020 @ 14:07:04.051","😂😂",unk
"May 3, 2020 @ 14:07:03.995","تیتراژ بی بی سی عالی بود😂😂😂😂",unk
"May 3, 2020 @ 14:07:03.940","گیلکیمو ندیدی 💚",unk
"May 3, 2020 @ 14:07:03.884","عالی",unk
"May 3, 2020 @ 14:07:03.829","عن عن عن 😂😂😂",unk
"May 3, 2020 @ 14:07:03.773","دقیقا😂😂😂😂😂😂😂😂😂😂 ای ول",unk
"May 3, 2020 @ 14:07:03.718","❤️❤️❤️❤️",unk
"May 3, 2020 @ 14:07:03.663","چی شد؟🤔",unk
"May 3, 2020 @ 14:07:03.608","😂😂😂",unk
"May 3, 2020 @ 14:07:03.552","بهترین تکنولوژی گوز دنیایه👌👌👌😂😂😂",unk
"May 3, 2020 @ 14:07:03.497","به نفختون؟ 😂",unk
"May 3, 2020 @ 14:07:03.442","🤣🤣🤣👍👍",unk
"May 3, 2020 @ 14:07:03.386","آهنگ اخبارفقط عن عن 😂🤦‍♂️🦅",neu
"May 3, 2020 @ 14:07:03.331","تو کون لوژی‌ گوز دنیایه😂",unk
"May 3, 2020 @ 14:07:03.276","😂😂😂😂",unk
"May 3, 2020 @ 14:07:03.220","حالت لباش وقتی میخواست تکنولوژی روز دنیا رو دوباره بگه😂😂😂🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️",unk
"May 3, 2020 @ 14:07:03.165","😅😅😅😅😅😅عالی بود👏👏👏👏",unk
"May 3, 2020 @ 14:07:03.110","👏👏👏👏👏🙋‍♂️🙋‍♂️",unk
"May 3, 2020 @ 14:07:03.055","من عاشق این عععننیی میشنم",unk
"May 3, 2020 @ 14:07:01.991","👏👏👏👏👏😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:01.726","عن عن عن 🤣🤣",pos
"May 3, 2020 @ 14:07:01.670","😂😂😂😂😂",unk
"May 3, 2020 @ 14:07:01.604","قلبين همتون",pos
"May 3, 2020 @ 14:07:01.538","قیمت بهای ارزشه!! حشو قبیح!!❤️❤️❤️",unk
"May 3, 2020 @ 14:07:01.471","😍😍😍😂😂😂😂",unk
"May 3, 2020 @ 14:07:01.405","خخیییییلللیییی ممنون😄😄😄",unk
"May 3, 2020 @ 14:07:01.338","خایلیییی ممنون🤣🤣🤣",pos
"May 3, 2020 @ 14:07:01.271","👏😁 عالیه دمتون گرم",unk
"May 3, 2020 @ 14:07:01.205","😂",unk
"May 3, 2020 @ 14:07:01.139","😂😂😂تکنولوژی گوز دنیا",neu
"May 3, 2020 @ 14:07:01.084","بخاری نفخیش به کاسه توالت وصله!",unk
"May 3, 2020 @ 14:07:01.017","Awlii bud😂😂",pos
"May 3, 2020 @ 14:07:00.951","خیییییییلی خوبین",unk
"May 3, 2020 @ 14:07:00.885","پس چرا نخرید بخاری ؟😂من نفهمیدم",unk
"May 3, 2020 @ 14:07:00.818","🤣🤣🤣👏👏👏",unk
"May 3, 2020 @ 14:07:00.752","🤣🤣🤣🤣🤣",unk
"May 3, 2020 @ 14:07:00.685","از خوبای روزگارید لبتون خندون❤",unk
